"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","Fenton_0h_1","Fenton_0h_2","Fenton_0h_3","Fenton_1min_1","Fenton_1min_2","Fenton_1min_3","Fenton_20min_1","Fenton_20min_2","Fenton_20min_3","Fenton_4h_1","Fenton_4h_2","Fenton_4h_3","Fenton_24h_1","Fenton_24h_2","Fenton_24h_3","Fenton_72h_1","Fenton_72h_2","Fenton_72h_3","H2O2_0h_1","H2O2_0h_2","H2O2_0h_3","H2O2_1min_1","H2O2_1min_2","H2O2_1min_3","H2O2_20min_1","H2O2_20min_2","H2O2_20min_3","H2O2_4h_1","H2O2_4h_2","H2O2_4h_3","H2O2_24h_1","H2O2_24h_2","H2O2_24h_3","H2O2_72h_1","H2O2_72h_2","H2O2_72h_3"
"Neg",44923,"[M-H]-",13.344,"PI 18:0_22:4","PI",1066230,1397975,1414022,267702,20136,12029,0,9088,5347,4014,0,0,0,0,0,3615,0,0,1481744,1978591,2059399,2183710,1726946,2208350,1634961,1132506,2561355,2935702,3909718,4038210,3639664,3810834,5040887,2266550,4294548,3640143
"Neg",44819,"[M-H]-",12.496,"PI 18:0_22:5","PI",2245190,2581884,2743005,622256,79027,70286,7223,9042,52704,0,0,0,0,0,0,0,0,0,3052194,3517225,4031951,4219296,3075078,4135503,3341432,2267008,2757415,5498673,6220431,6897877,6949352,6825075,9452896,4814657,7167170,6730984
"Neg",44719,"[M-H]-",12.145,"PI 18:0_22:6","PI",1284202,1385931,1585679,276467,33832,15854,0,23076,0,0,0,0,0,0,3022,3647,0,0,1773366,1995522,2193064,2512562,1813453,2304563,1686999,1158894,2753694,3055385,3247222,3935968,3611579,3540887,4970656,2234158,3605067,3283487
"Neg",42202,"[M-H]-",12.591,"PI 18:1_18:1 (a)","PI",19320705,23475788,23750907,6673192,1171860,1326729,1114175,2281411,2557527,225880,14531,272262,6258,0,60468,197854,0,4960,26293590,32569850,33044785,36097535,25866304,32327428,30280149,19451768,21980408,45248198,53338566,58527395,62122895,57907962,80486841,47201702,69919120,61867744
"Neg",42201,"[M-H]-",12.942,"PI 18:1_18:1 (b)","PI",1683627,2173056,2116333,395029,111292,164435,145299,242839,232167,45576,10116,24889,4126,13631,2906,27085,22360,10202,2373289,2606014,2708068,2760727,2740996,2889556,2547287,1849250,4037553,4346433,4258961,5176871,5224776,5577688,6200349,4051035,5501546,4967315
"Neg",42086,"[M-H]-",11.719,"PI 18:1_18:2 (a)","PI",886560,1052919,1086891,208711,4086,5011,0,10496,26721,0,0,0,0,0,0,0,0,3913,1298974,1367140,1584004,1621147,1262225,1593686,1390813,969182,1922468,2214969,2438653,2786748,3044054,2676562,3830916,2107493,2638750,2764682
"Neg",42085,"[M-H]-",11.895,"PI 18:1_18:2 (b)","PI",922223,1128055,1234355,212585,6931,4355,0,20076,10509,0,0,0,0,0,0,0,0,0,1377593,1584535,1703534,1119887,675639,1729128,1626049,969205,2278928,2333208,3019882,3268532,2418420,3100056,4401790,2359555,3632750,3602561
"Neg",42996,"[M-H]-",13.158,"PI 18:1_19:1 (a)","PI",511166,670145,963838,130016,6659,13120,0,6169,16419,0,0,0,0,0,0,0,0,3271,465256,936922,1214971,1584455,394561,1298090,997666,848812,1207139,1936340,2354079,2668606,1111408,2614841,3501260,1951790,3045919,1898782
"Neg",42995,"[M-H]-",13.548,"PI 18:1_19:1 (b)","PI",92546,221448,253446,222977,45231,29799,125513,147372,211603,19811,10983,9573,0,0,0,0,7493,0,271377,422581,271271,357423,285302,371419,548042,690119,871781,555533,688172,786631,493689,1438079,1796639,945756,965725,1397995
"Neg",43736,"[M-H]-",13.781,"PI 18:1_20:1 (a)","PI",905882,2003552,2541868,438200,117510,18801,42484,213833,208580,0,5118,10393,0,0,0,2986,4054,0,2108588,4099438,4096573,3769920,4703860,3115214,2773451,3913299,4239627,4549869,4772877,7481685,5128118,7508646,10150833,5832220,13946446,6050877
"Neg",43737,"[M-H]-",13.851,"PI 18:1_20:1 (b)","PI",1429726,2829061,2323625,985840,102561,77394,37014,112466,146422,0,0,10393,0,0,0,2986,0,0,2970797,2605153,4096573,3641686,4703860,1282595,740684,3913299,3873161,4329131,6098736,4883587,6099764,7508646,10150833,5832220,13946446,6232038
"Neg",43611,"[M-H]-",12.774,"PI 18:1_20:2","PI",1428823,1528978,1702710,208926,3799,0,4277,78045,75791,0,0,0,0,0,0,0,0,0,1716796,2350430,2217170,2287291,1775340,2412320,2020144,1293116,1800181,3240468,2433797,4116519,2020702,3720936,5476339,3029298,4602025,3890485
"Neg",43506,"[M-H]-",11.981,"PI 18:1_20:3","PI",976703,1136068,1482887,259341,12905,4421,5223,16757,15853,0,4200,0,0,2658,3002,4914,4915,0,1521649,1780498,1965055,2176849,1665778,1914645,1836810,1115758,2603831,3011201,3388960,3516167,3503810,3126833,4375092,2497252,3490559,3929325
"Neg",43395,"[M-H]-",11.518,"PI 18:1_20:4","PI",7527938,9630585,9125395,1879376,265122,281501,94561,220215,199153,0,0,0,0,0,0,0,0,0,11225447,13008440,14151801,13420061,11581559,13298391,11987082,7558808,18470174,18421936,22403250,24020125,24570621,22475392,35206958,16357956,25006543,24789508
"Neg",43303,"[M-H]-",10.822,"PI 18:1_20:5 (a)","PI",216664,236691,287294,5039,0,0,0,0,0,0,0,0,2771,0,0,0,0,0,320501,399702,405040,427373,308720,469988,337026,210658,501585,591776,641908,731695,778828,691799,1108611,507586,732948,640180
"Neg",43304,"[M-H]-",11.127,"PI 18:1_20:5 (b)","PI",468442,487699,454434,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213189,589487,665543,247830,527423,656253,504756,300158,651495,681327,633751,911400,1058404,637024,1002295,451004,959243,528349
"Neg",45016,"[M-H]-",14.037,"PI 18:1_22:2 (a)","PI",634623,759424,753890,138021,4631,7545,6585,18008,15196,0,0,0,0,0,2969,1691,3844,3879,851903,997244,1032470,1130773,718549,1046155,908651,579197,1298416,1390599,1625501,1793331,1759095,1818645,2402638,1304553,2039962,1794181
"Neg",45015,"[M-H]-",14.329,"PI 18:1_22:2 (b)","PI",61162,197801,168130,48834,3101,4311,0,4870,0,0,0,3705,0,2215,0,2846,0,0,376934,498509,551588,581745,471168,500637,169973,304199,591256,737546,823116,889041,804207,844979,1297797,718468,907977,863888
"Neg",44820,"[M-H]-",12.284,"PI 18:1_22:4","PI",168224,252713,350658,10581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325782,621331,613957,287323,259399,498129,529096,192037,694943,1001457,1149779,1174551,654190,1262277,1620665,815889,693413,832915
"Neg",44720,"[M-H]-",11.518,"PI 18:1_22:5","PI",716679,865096,888158,139270,3237,4130,0,5860,0,0,0,0,0,0,0,0,0,0,1005356,1203219,1341541,1274200,1066723,1200738,1047957,711870,1657948,1826942,2073129,2142928,2248814,2023671,3206698,1503489,2282665,2182194
"Neg",44619,"[M-H]-",11.205,"PI 18:1_22:6","PI",367726,458818,476122,42051,0,0,0,0,0,0,0,0,3711,0,0,0,0,0,530610,678566,795831,577802,571508,662758,760717,346653,840533,1029768,1139333,1264107,1166160,1085589,1626012,704768,1144207,1054052
"Neg",44101,"[M-H]-",12.013,"PI 19:1_20:4","PI",150720,244991,356184,17344,0,0,3966,0,0,3182,0,0,0,0,4984,3680,0,9126,277666,451762,413534,362569,452882,381690,395013,310171,653243,722713,853376,944710,752246,911055,1320893,585279,877054,843812
"Neg",34454,"[M-H]-",11.546,"PS 16:0_16:1","PS",3794233,4377180,4405642,60187,5740,59257,14748,83555,30399,2316,0,4153,0,0,0,0,0,0,4840697,5918059,5652744,2295568,4390615,5463004,5757880,3688387,7787458,6654253,7223020,9198595,8608727,8771079,10516551,5815409,8087362,6339935
"Neg",36139,"[M-H]-",12.657,"PS 16:0_18:1 (a)","PS",25266882,28858857,29614469,1161668,247015,683611,681000,1249226,733747,155284,0,67377,0,0,20244,41158,0,0,31498253,40258245,39635509,37958695,29648551,37183304,36309610,24654209,46632877,45587895,48604615,57368306,56899812,55710450,65709552,37436270,53531149,44012614
"Neg",36137,"[M-H]-",13.409,"PS 16:0_18:1 (b)","PS",247284,823174,507785,9047,0,0,0,3625,0,0,0,0,0,0,0,0,0,0,254096,1072806,927702,888478,261544,489801,378754,185319,366735,950215,729639,709442,489063,393479,951958,705514,965553,904706
"Neg",37533,"[M-H]-",11.546,"PS 16:0_20:4 (a)","PS",691994,708996,715515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732252,961732,1034280,849882,715316,926484,893260,559344,1204322,1113078,1247125,1471264,1317916,1229913,1727028,713178,1046911,895098
"Neg",37532,"[M-H]-",12.641,"PS 16:0_20:4 (b)","PS",1076789,2619016,2640329,188776,29352,56198,165546,231135,200008,3448,0,5227,0,0,0,0,0,0,1648198,2295392,2790009,3060969,2653314,3030400,2574435,1710899,3204685,2234947,3044236,3324544,2155306,3164740,3511778,2128407,3124430,2697049
"Neg",39131,"[M-H]-",11.605,"PS 16:0_22:5 (a)","PS",1613721,1742052,1589401,3539,4592,10206,0,0,0,0,0,0,0,0,0,0,0,0,1120936,1193639,2240839,2111556,1138055,2080984,1433117,1369632,3019736,2593157,2625055,3298113,2100673,2766470,2650901,1694912,2367447,1326184
"Neg",39133,"[M-H]-",12.6,"PS 16:0_22:5 (b)","PS",0,0,0,4946,8261,8357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15422,92658,0,20290,44397,9350,0,72466,81940,160838,111894,114636,343247,590400,871053,721955
"Neg",39000,"[M-H]-",11.223,"PS 16:0_22:6","PS",497944,586174,626408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696752,764867,847562,730872,562134,722781,821108,388422,984764,931870,884231,1200428,986370,933737,1266493,498278,791698,619500
"Neg",36015,"[M-H]-",11.662,"PS 16:1_18:1","PS",1871832,3841052,1921896,31883,2902,9499,3646,25508,22786,0,0,0,0,0,0,0,0,0,4074092,5127719,5068913,1668349,1897100,4634467,4815216,2767561,6285713,5287428,5984495,7313595,6078388,7141077,8903389,4706208,6156661,5743952
"Neg",37007,"[M-H]-",13.259,"PS 17:0_18:1","PS",1510556,1888681,1886810,44122,4538,16203,25602,27235,9715,2973,0,3695,0,0,0,0,0,0,1971874,2827816,2770044,2857661,2295204,2739606,2452881,1679253,3768607,3034476,4265423,4327055,4583195,4752697,5586846,3053637,4451320,3685308
"Neg",37875,"[M-H]-",13.878,"PS 18:0_18:1 (a)","PS",39557188,44264569,46298773,1545701,365973,1187173,1051932,1673400,992009,150097,3578,377889,2704,3218,79505,213387,30710,14864,50176647,64354870,61939571,59547278,45934085,61471092,52409519,36330766,73723288,75449395,75287609,88122403,82587823,84038200,110852886,54539516,76836083,64459663
"Neg",37879,"[M-H]-",14.46,"PS 18:0_18:1 (b)","PS",794510,845436,1542217,7806,3142,13671,4110,29999,20440,2631,3593,0,0,2931,0,0,0,0,1258064,922778,1158299,1394544,1037378,980156,592596,488877,2237287,783472,983581,986619,855086,2750889,1072790,2128029,1091933,2886716
"Neg",37877,"[M-H]-",14.865,"PS 18:0_18:1 (c)","PS",292689,544723,366716,3389,0,9633,0,8742,4407,5432,0,0,0,0,0,0,0,0,332962,507677,483820,447046,299629,632262,373632,583376,629449,576671,1103948,950772,610508,1394063,488463,647462,1170981,368090
"Neg",39371,"[M-H]-",13.168,"PS 18:0_20:3","PS",3564189,3967161,4070863,39941,5277,6774,12938,5369,5708,0,0,0,0,0,0,0,0,0,4262725,5986911,5682723,5835838,4444884,5788344,5018727,3436228,7123045,6739698,7105059,8265498,8220271,8004221,9875103,4817323,6996140,5770224
"Neg",39885,"[M-H]-",12.96,"PS 18:0_20:3<OH> (a)","OxPS",879211,939695,754896,9295,22264,4587,5487,0,0,0,0,0,0,0,0,0,0,0,1062772,1025388,842960,827839,930670,1023115,679481,462989,974546,795936,766430,774170,993913,820083,821755,496029,620847,558918
"Neg",39888,"[M-H]-",12.985,"PS 18:0_20:3<OH> (b)","OxPS",879211,939141,754896,56668,45710,34938,0,0,0,0,0,0,0,0,0,0,0,0,1062772,1005348,833724,788755,908441,989418,656936,452889,953470,795937,740802,766404,976817,796728,788838,496029,561208,532486
"Neg",39887,"[M-H]-",13.196,"PS 18:0_20:3<OH> (c)","OxPS",59390,37307,30485,32817,25947,30351,9351,0,0,0,0,0,0,0,0,0,0,0,38188,70110,62259,37459,37515,31230,76702,90178,63566,162935,179006,120576,68252,52113,26992,90866,81228,123383
"Neg",39261,"[M-H]-",12.65,"PS 18:0_20:4 (a)","PS",3662918,4060959,4774426,62218,4426,23464,4417,7459,0,0,0,0,0,0,0,0,0,0,4722442,5850606,5535837,5420311,4791091,6129040,5781825,3370326,6362477,6546651,6707092,8385542,7738699,7152655,8305463,4686435,6858006,5434594
"Neg",39260,"[M-H]-",13.858,"PS 18:0_20:4 (b)","PS",7420365,7362990,7169626,898581,297016,438108,619469,860073,896775,76482,21788,135219,2200,0,3300,90020,3441,0,9464770,6876669,8191809,8683028,7563201,8995480,6779082,3975017,8346637,8054528,8161493,9154677,8753623,8630790,9457943,6083990,7970548,7013291
"Neg",39132,"[M-H]-",11.841,"PS 18:0_20:5 (a)","PS",834519,1044224,1041432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009094,1277619,1438769,1277880,1063338,553651,1270937,707623,1688807,663436,1687251,725449,1158252,1752495,1884673,869522,1356301,1121501
"Neg",39129,"[M-H]-",12.806,"PS 18:0_20:5 (b)","PS",1596512,1578506,1696740,105185,7604,7373,11522,31372,55789,0,0,0,0,0,0,0,0,0,1716684,2169709,1924688,2036629,1616525,1816014,1816286,980735,1052338,1778383,2316912,2180236,2226625,2051809,2246466,1380147,1866376,1447505
"Neg",41004,"[M-H]-",14.523,"PS 18:0_22:3","PS",254626,391014,374437,0,0,0,0,0,0,0,0,0,0,3942,0,0,0,0,412520,195320,595955,298126,381897,393204,154328,89121,207777,567616,707381,852906,466973,875228,1017135,152281,608780,518960
"Neg",40892,"[M-H]-",13.5,"PS 18:0_22:4 (a)","PS",1484968,886886,2103495,11368,7772,8654,8848,12852,0,0,0,0,0,0,0,0,0,0,1530221,2753796,1554318,2044610,1219497,2548836,1968100,1591185,2614174,2891497,4272647,3962017,3670946,1662336,2574404,1100631,3131760,2487112
"Neg",40889,"[M-H]-",15.155,"PS 18:0_22:4 (b)","PS",697862,439568,595321,9475,2536,2850,7395,12961,16068,0,0,4159,0,0,0,0,0,0,767589,773031,682832,718870,613163,623924,399229,258264,577537,661387,526611,680864,583253,497867,717745,410580,274401,466402
"Neg",41248,"[M-H]-",13.15,"PS 18:0_22:4<OH>","OxPS",56802,60307,46445,6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95455,129840,106622,112743,129426,130084,85287,44319,96340,40165,33934,50990,41360,59417,105265,32716,26052,11051
"Neg",40763,"[M-H]-",12.632,"PS 18:0_22:5 (a)","PS",19752392,21804035,21816781,170930,32449,202467,107663,147844,48187,8383,0,3903,0,0,8503,4020,0,0,24595465,34862588,36576552,30473044,27801848,29443409,31849946,16597081,38651796,33421059,33989467,37884172,34407314,36347518,43314161,20081109,29706122,26464418
"Neg",40762,"[M-H]-",13.405,"PS 18:0_22:5 (b)","PS",279357,211686,208680,0,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,225938,238750,281888,334652,306894,234818,131752,104313,264362,219186,354911,129157,180504,173151,366798,71306,344118,333414
"Neg",40760,"[M-H]-",14.265,"PS 18:0_22:5 (c)","PS",336460,519204,516636,14263,8708,14073,6244,12977,3634,2066,0,0,0,0,0,0,0,0,625694,494527,516751,503595,536058,513420,387751,225585,434005,469766,403964,685598,542032,652622,767871,354978,371857,178891
"Neg",40630,"[M-H]-",12.273,"PS 18:0_22:6 (a)","PS",9318863,10472113,10944663,222796,96193,105413,51403,41401,0,0,0,0,0,0,0,0,0,0,12080294,15032405,13795606,12681626,12013482,15545061,14840816,8997027,18369464,16649697,18473080,21416770,20424347,19770436,23777997,10973888,14215481,13221733
"Neg",40628,"[M-H]-",13.143,"PS 18:0_22:6 (b)","PS",138155,193807,360004,0,0,0,4991,0,0,0,0,0,0,0,0,0,0,0,281568,377444,304565,266482,149278,212053,299840,217737,299160,210594,506678,283868,132842,720310,400229,127634,290520,175275
"Neg",31486,"[M-H]-",7.28,"PS 18:0_9:0<oxo>","OxPS",9029,1748,11272,0,0,0,0,6918,5157,0,0,0,30,0,177,0,0,0,36566,36133,0,88130,0,0,0,14592,0,10356,0,0,0,0,0,11009,3036,0
"Neg",37764,"[M-H]-",12.773,"PS 18:1_18:1","PS",19805408,23393628,24412712,421268,41027,432398,351131,519895,359451,7747,0,17900,0,0,0,6906,0,0,25252678,27613859,30951951,28075383,20941190,30273297,29681438,19101102,36262993,32054653,39056080,43997038,17703534,42664093,48508567,28507347,37997685,31872343
"Neg",37647,"[M-H]-",11.862,"PS 18:1_18:2 (a)","PS",598916,436925,643689,5304,0,9107,0,0,0,0,0,0,0,0,0,0,0,0,618974,731985,470468,581971,678956,515538,739247,485550,928198,972547,943293,1354753,862077,1099699,1338821,541665,915458,913558
"Neg",37648,"[M-H]-",11.99,"PS 18:1_18:2 (b)","PS",792908,925183,866066,3856,0,9107,0,0,0,0,0,0,0,0,0,0,0,0,1125084,1432051,941468,734693,967461,1078277,892326,211931,1767481,1246180,1370577,1302110,1981736,1564239,1068885,1423244,1743973,1453342
"Neg",37649,"[M-H]-",12.858,"PS 18:1_18:2 (c)","PS",0,0,0,0,0,0,0,0,0,0,0,0,0,6909,8337,0,0,0,28382,0,36679,7453,11057,11983,9428,0,7640,0,0,6833,78530,36409,107926,614611,344095,454325
"Neg",39471,"[M-H]-",13.944,"PS 18:1_20:1","PS",3463546,3236210,3393692,29016,4943,15730,18517,58897,5674,1950,3307,7381,0,0,0,2846,0,0,4230550,5932894,1910135,5355098,4082913,4389111,4831000,3166420,7164589,6294326,6874845,6262805,4377225,6885441,9167783,4580998,6615275,5549681
"Neg",39995,"[M-H]-",13.915,"PS 18:1_20:1<OH>","OxPS",0,0,0,0,174025,289166,8419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",41122,"[M-H]-",15.276,"PS 18:1_22:1","PS",2911402,3201036,3251281,3824,2488,3520,7206,8918,3598,0,0,0,0,0,0,0,0,0,3119995,3894795,4391078,4258645,2948098,2052662,3618756,2362853,4817524,4143880,5320977,5831037,5204647,5410404,6388447,3463341,5124482,4303878
"Neg",41440,"[M-H]-",15.649,"PS 18:1_22:1<OH>","OxPS",259073,295586,196530,3030,2280,3522,0,3250,2825,0,0,0,0,0,0,0,0,111,383292,393729,322859,340961,352944,297788,231090,150464,248516,220494,224877,269342,251466,195675,205462,148144,207926,155175
"Neg",41007,"[M-H]-",14.214,"PS 18:1_22:2","PS",66854,185760,163510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090,176982,320611,245693,383564,170055,309834,389732,196004,498262,238422,548825,470086,591081,353883,694715,138491,474660,327395
"Neg",40629,"[M-H]-",11.629,"PS 18:1_22:5","PS",2456810,2626447,2649851,46583,17187,7131,0,3926,2970,2722,0,0,0,0,0,4094,0,0,2755543,3193852,3406704,3073342,2805001,2658678,2707641,1770675,4113731,3423882,3352353,3487145,1215014,1221567,1575714,759818,1049561,2416445
"Neg",40513,"[M-H]-",11.299,"PS 18:1_22:6 (a)","PS",1628436,1993132,1845741,31991,41350,115887,0,4614,0,0,0,0,0,0,0,0,0,0,2005304,2551095,2598019,2112882,1938566,2291359,2281445,1411672,2761267,2876654,2723503,3193924,3040324,2959067,3427672,1713056,2283725,1852202
"Neg",40512,"[M-H]-",12.557,"PS 18:1_22:6 (b)","PS",2756885,2659855,2423058,457605,230243,147928,214774,59376,81633,5502,0,15730,3665,7311,4971,4244,7573,5883,3074638,3168335,2494691,3075043,2975855,2674797,2346837,1278536,2251128,2555625,2527048,2224890,2468276,2377489,2329909,1612470,2049602,1952404
"Neg",42717,"[M-H]-",16.725,"PS 18:1_24:1","PS",872988,483140,1158842,0,0,7670,6323,0,0,0,0,3804,0,0,0,0,0,0,1179398,1495340,1438203,1411706,416168,563497,1096795,449594,1555022,1428424,1808640,1797513,1745777,1556473,2007730,688475,1578733,905192
"Neg",42601,"[M-H]-",15.454,"PS 18:1_24:2","PS",193545,312225,127033,0,0,0,0,0,0,0,3553,0,2497,0,2410,0,0,0,230134,170122,222672,133678,279108,259183,309740,113464,488795,460345,401072,336181,524432,229907,584290,144290,358830,245329
"Neg",39590,"[M-H]-",15.229,"PS 20:0_18:1","PS",1872211,843650,2249717,7694,0,11393,8388,21205,2906,0,0,0,0,0,0,0,0,0,2589531,1226690,3276434,1715121,2076465,2096236,2453229,1592701,1517271,3415327,3468528,4311980,4083220,4005806,4218801,1031157,3875777,3057585
"Neg",43774,"[M-H]-",13.862,"PS 20:1_24:5","PS",904295,975477,1236512,435436,43537,20089,9549,33279,39971,0,0,0,0,0,0,4286,0,0,1418519,1556211,2270736,1666713,1013428,1744200,1768242,1016802,1801217,3093271,3330818,6405843,4119629,6170806,3285693,2470093,4941265,3039923
"Neg",41248,"[M-H]-",16.753,"PS 22:0_18:1","PS",1269892,1760199,1961058,0,0,4034,5011,21627,5518,0,4006,0,0,0,0,3295,0,3998,887628,3208880,1200121,2356256,2048954,2359714,1953026,1575354,2842926,2196865,3287387,3525322,3719498,3870840,3955466,1838317,1467520,2497802
"Neg",42842,"[M-H]-",18.379,"PS 24:0_18:1","PS",755107,514556,1355382,3928,0,4375,0,9622,0,0,0,0,0,3395,0,3454,4565,0,1253885,927039,1582250,929526,1333858,1627280,1244698,939590,1662003,1838026,2251463,2373514,2188800,1978870,2378864,655378,830932,1735522
"Neg",37676,"[M-H]-",12.953,"PS 34:2<2oxo>","OxPS",0,0,0,338643,785612,1384960,147823,272313,228734,142070,190675,181337,64652,132861,99515,71370,57038,73108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",40737,"[M-H]-",12.372,"PS 38:3<2OH>","OxPS",18513000,18075514,18226542,6098705,3005651,3734640,4717326,5628284,6423575,1381376,729643,1525744,321974,148020,633158,436501,433221,295452,22858414,19798291,17981786,19799643,19630127,20664351,18894014,10562903,19122769,17818652,17260930,18033502,21085457,18331109,21680184,16880394,18637933,19744476
"Neg",41344,"[M-H]-",14.234,"PS 40:2<oxo>","OxPS",3207526,2823474,2701846,788687,521131,572295,293512,259398,313065,0,0,0,0,0,0,0,0,0,3382530,3690488,2973348,3080275,3048876,3012137,2650259,1470501,2785487,2709142,2474943,2338458,2616398,2185340,2272820,1495177,1826505,1456517
"Pos",39522,"[M+NH4]+",22.025,"TG 14:0_14:0_16:0","TG",3268683,2964794,2522664,1361573,1527532,1347239,1204147,1782413,1745205,1451449,1165571,1142999,1325215,1455657,1330742,1260711,988508,1175745,3798667,3374601,3604049,3041578,3839125,2885809,2198670,1848598,2199608,2539811,2743811,2891804,2825858,2264946,2395076,2261479,2723025,2327734
"Pos",39345,"[M+NH4]+",21.189,"TG 14:0_14:0_16:1","TG",1598022,1400235,1280794,377478,283042,352110,732420,662632,911055,935231,735478,767119,689576,802632,303560,747827,685631,569219,1660863,1644264,1633299,1245291,2070671,1291061,1331788,799068,1262263,1335662,1291467,1254631,1424652,1232289,1186661,1228409,1404309,946403
"Pos",40894,"[M+NH4]+",22.395,"TG 14:0_15:0_16:0","TG",1094070,1648799,1541064,741351,766352,599304,1120024,835608,747190,831400,636181,1107729,487626,522770,560984,1113792,588908,657938,1556807,1905773,1758554,1729649,1477292,1123669,984572,1559320,1590040,1524259,1560323,1607148,1747392,1316041,998296,1411601,1103674,1431436
"Pos",40700,"[M+NH4]+",21.64,"TG 14:0_15:0_16:1","TG",1068933,896526,763654,355401,477496,292947,398495,226409,333186,227980,403039,164078,162889,368403,355963,225964,367212,261914,613482,534551,558735,476720,1682068,555179,403731,553169,358009,467504,563052,482049,483865,862586,782177,349297,420839,530430
"Pos",42346,"[M+NH4]+",22.758,"TG 14:0_16:0_16:0","TG",27682373,24096744,19581883,8254916,8059204,7724706,7028751,10331145,11028683,9671464,7181684,7635820,5809452,8475508,7474379,6850233,5350147,5415511,31092402,26772189,28276315,26617695,25932023,23942457,15148209,13050937,15660475,18775642,20851647,22304837,21404915,18204995,18923155,18091324,19970387,18435345
"Pos",42149,"[M+NH4]+",22.063,"TG 14:0_16:0_16:1","TG",13572712,12065307,9788777,4395792,4180757,3402541,3425761,4720877,5000380,3285729,2350582,2488247,2088682,2790605,2426764,2369758,2110893,1946424,14722640,12744498,13898905,12125605,14050239,11333937,7947193,7634631,8463129,9425685,10609895,11222476,10446496,9049832,9454942,9019565,10073332,9207679
"Pos",44841,"[M+NH4]+",22.783,"TG 14:0_16:0_18:1","TG",106790508,93755273,74151168,26205624,21748112,19072417,20497127,31553069,33686683,19766697,13679793,15298555,10231539,16355555,13953040,13558406,8938314,10143291,117186455,102488098,108332587,100257240,97521549,92711645,61349060,50658521,60393011,73289421,83883572,87623791,82573578,72993728,73299217,70119221,78292980,71082569
"Pos",46963,"[M+NH4]+",21.89,"TG 14:0_16:0_20:4","TG",422017,336137,295045,43851,51056,101112,53773,30643,45841,80966,66750,29385,41625,57423,44100,29756,46264,47074,365876,387424,232913,224272,294347,281755,208962,207810,301214,236245,269735,260495,297529,165828,309956,243623,190172,89664
"Pos",49500,"[M+NH4]+",21.882,"TG 14:0_16:0_22:5","TG",1143309,872916,814169,137981,92308,179130,58214,107409,119550,6584,13818,9333,3610,8511,13871,11688,4774,4411,1135436,1096133,1020515,501333,942938,842075,656645,539599,754341,830105,900519,750311,797292,871691,667327,711611,785953,759191
"Pos",49325,"[M+NH4]+",21.532,"TG 14:0_16:0_22:6","TG",341561,277501,226365,52076,41008,12784,16789,16099,23565,0,0,0,0,0,0,0,0,0,371852,308225,344780,295589,314181,261934,191188,144376,210234,237506,280678,270624,258141,226724,206107,184709,231086,197817
"Pos",41964,"[M+NH4]+",21.25,"TG 14:0_16:1_16:1 (a)","TG",1361436,1268463,950024,244023,93755,205980,200171,444597,281034,52687,85077,128753,151940,214543,93263,169203,75089,33178,1541611,1380315,1490307,612034,1847080,1214396,333240,845645,651621,986330,1135522,602550,1115422,1057897,931399,1045388,685480,1074644
"Pos",41968,"[M+NH4]+",21.332,"TG 14:0_16:1_16:1 (b)","TG",1361436,1268463,950024,155324,488675,185043,144864,444597,144888,91122,85077,134652,151940,214543,166749,169203,136834,136329,1541611,1380315,1490307,687253,1847080,1214396,576146,162247,383057,986330,1135522,614888,120685,1057897,119089,1045388,449247,1074644
"Pos",44659,"[M+NH4]+",22.099,"TG 14:0_16:1_18:1","TG",23431106,19520775,16456192,6167186,4016729,4547704,4930898,6985960,7554308,3974470,3177143,2281385,1382909,2268476,1727140,1789784,1066498,1128623,24348679,21033483,23592689,20683584,23043095,19023444,13685905,12341469,14728029,16282063,18179538,19788009,18538498,15583826,16167733,15965496,17687762,16096070
"Pos",44441,"[M+NH4]+",21.304,"TG 14:0_16:1_18:2","TG",1107597,366147,722927,136412,90413,43426,76859,180314,170624,80357,29804,33606,24020,11168,44145,25350,12742,14280,971859,823033,925142,511959,885423,646267,526202,398468,606526,383828,591440,724132,600721,310293,549266,641344,658714,398683
"Pos",43737,"[M+NH4]+",23.071,"TG 15:0_16:0_16:0","TG",8765724,7931009,6296444,3280274,3321304,3006273,2850184,4136547,3817038,3785383,2917076,2981046,2685465,3156047,3085944,2838702,2384017,2395290,10179011,8697950,8753684,8181025,9293243,7486344,5513979,5264198,5364782,6215239,7080491,7383892,7249796,6270290,6330839,5905344,6666012,6024991
